name,category,query,unit,tags,,
George Lopez,age,,years,"Celebrity, Person",,
Ryan Lochte,age,,years,"Athlete, Person",,
Hulk Hogan,weight,,lbs,"Celebrity, Person",,
Hulk Hogan,age,,years,"Celebrity, Person",,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
